,T_ext,T_ext1,T_ext2
4840,28.7,22.560940177005573,26.92592985992313
4841,27.3,22.763310570793124,26.36582977576888
4842,26,22.92891282,25.714501491450495
4843,24.5,23.041350226172053,24.90392055284245
4844,22.8,23.09378203331666,23.926997209776864
4845,21.1,23.083040171112327,22.866900773211913
4846,19.6,23.00888277465889,21.832114949112086
4847,18.3,22.875666122604247,20.85983207735983
4848,17.7,22.69654553,20.181591152409208
4849,17,22.480799349712786,19.53664474981042
4850,16.6,22.244145561974946,19.03780023158504
4851,16.1,21.99559272413578,18.544313401382087
4852,15.8,21.743101832973586,18.147541904690726
4853,15.5,21.492339433966393,17.784655606921575
4854,15.5,21.247862251596374,17.567524880349687
4855,15.8,21.014558073380673,17.527067422937666
4856,16.8,20.801464350480774,17.84762950056714
4857,17.9,20.620308664814416,18.336563576550674
4858,18.7,20.479988471777855,18.785172951187953
4859,19.6,20.382664065512827,19.29728148520659
4860,20.5,20.325749829200014,19.846544814615246
4861,20.9,20.30675341222915,20.214213957544867
4862,21,20.32044813087772,20.417896869381796
4863,21.2,20.354436950708934,20.614888353217765
4864,21.4,20.39913624,20.80123786869433
4865,20.9,20.44766490245832,20.686221156330895
4866,20.5,20.492235951699936,20.52300098602072
4867,19.5,20.52166692,20.071936308011587
4868,18.1,20.52610711041713,19.35345609651457
4869,17,20.49701854965111,18.654501526700606
4870,16.1,20.42852673546471,18.01052914219835
4871,15.6,20.32462472,17.53091005053842
4872,15.1,20.190491574784613,17.088774199517392
4873,14.8,20.035690695355388,16.74394323311865
4874,14.5,19.87263574,16.428767916943176
4875,14,19.703978481723443,16.04377763
4876,13.9,19.531956758359215,15.811043772342256
